timestamp,open,high,low,close,volume
1704184200,5203.5,5204.0,5203.5,5204.0,24328
1704184260,5204.0,5204.0,5204.0,5204.0,39438
1704184320,5204.0,5204.25,5203.75,5204.25,37696
1704184380,5204.25,5204.25,5204.25,5204.25,32540
1704184440,5204.25,5204.5,5204.25,5204.5,34806
1704184500,5204.5,5204.75,5204.5,5204.75,14558
1704184560,5204.75,5204.75,5204.75,5204.75,25256
1704184620,5204.75,5205.0,5204.75,5205.0,27496
1704184680,5205.0,5205.0,5204.75,5204.75,45004
1704184740,5204.75,5204.75,5204.75,5204.75,31252
1704184800,5204.75,5204.75,5204.5,5204.5,30672
1704184860,5204.5,5204.5,5204.5,5204.5,42716
1704184920,5204.5,5204.5,5204.5,5204.5,26162
1704184980,5204.5,5204.5,5204.5,5204.5,19064
1704185040,5204.5,5204.5,5204.25,5204.25,20484
1704185100,5204.25,5204.25,5204.25,5204.25,46256
1704185160,5204.25,5204.25,5204.0,5204.0,45190
1704185220,5204.0,5204.0,5204.0,5204.0,27260
1704185280,5204.0,5204.25,5203.5,5203.5,29558
1704185340,5203.5,5203.75,5203.5,5203.75,44756
1704185400,5203.75,5203.75,5203.5,5203.5,33788
1704185460,5203.5,5203.75,5203.25,5203.75,15612
1704185520,5203.75,5204.0,5203.25,5203.5,18240
1704185580,5203.5,5203.75,5203.5,5203.75,23880
1704185640,5203.75,5204.0,5203.75,5204.0,36148
1704185700,5204.0,5204.5,5204.0,5204.5,32156
1704185760,5204.5,5204.5,5204.5,5204.5,13858
1704185820,5204.5,5204.5,5204.5,5204.5,24040
1704185880,5204.5,5205.0,5204.25,5205.0,92528
1704185940,5205.0,5205.0,5205.0,5205.0,13550
1704186000,5205.0,5205.0,5204.75,5204.75,24177
1704186060,5204.75,5204.75,5204.75,5204.75,30238
1704186120,5204.75,5204.75,5204.75,5204.75,34549
1704186180,5204.75,5205.0,5204.75,5205.0,19117
1704186240,5205.0,5205.25,5205.0,5205.25,10381
1704186300,5205.25,5205.25,5205.25,5205.25,34816
1704186360,5205.25,5205.25,5205.25,5205.25,10374
1704186420,5205.25,5205.25,5205.0,5205.0,33604
1704186480,5205.0,5205.0,5204.75,5204.75,36747
1704186540,5204.75,5205.0,5204.75,5205.0,9453
1704186600,5205.0,5205.25,5205.0,5205.25,20316
1704186660,5205.25,5205.25,5205.25,5205.25,23040
1704186720,5205.25,5205.5,5205.25,5205.5,35172
1704186780,5205.5,5205.5,5205.5,5205.5,19506
1704186840,5205.5,5205.5,5205.5,5205.5,33498
1704186900,5205.5,5205.75,5205.5,5205.75,13173
1704186960,5205.75,5205.75,5205.75,5205.75,17851
1704187020,5205.75,5205.75,5205.75,5205.75,9996
1704187080,5205.75,5205.75,5205.5,5205.5,13929
1704187140,5205.5,5205.5,5205.5,5205.5,11197
1704187200,5205.5,5205.5,5205.5,5205.5,25647
1704187260,5205.5,5205.5,5205.5,5205.5,9460
1704187320,5205.5,5205.5,5205.5,5205.5,35019
1704187380,5205.5,5205.75,5205.5,5205.75,16201
1704187440,5205.75,5205.75,5205.5,5205.5,27736
1704187500,5205.5,5205.75,5205.5,5205.75,9402
1704187560,5205.75,5206.0,5205.25,5205.25,22500
1704187620,5205.25,5205.5,5205.25,5205.5,10911
1704187680,5205.5,5205.5,5205.25,5205.25,33855
1704187740,5205.25,5205.25,5205.25,5205.25,9379
1704187800,5205.25,5205.25,5205.25,5205.25,24864
1704187860,5205.25,5205.25,5205.25,5205.25,22036
1704187920,5205.25,5205.25,5205.25,5205.25,11456
1704187980,5205.25,5205.25,5205.25,5205.25,14840
1704188040,5205.25,5205.25,5205.25,5205.25,23166
1704188100,5205.25,5205.25,5205.25,5205.25,14861
1704188160,5205.25,5205.25,5205.25,5205.25,24004
1704188220,5205.25,5205.25,5205.25,5205.25,10560
1704188280,5205.25,5205.25,5205.25,5205.25,8060
1704188340,5205.25,5205.25,5205.25,5205.25,13023
1704188400,5205.25,5205.25,5205.0,5205.0,23863
1704188460,5205.0,5205.0,5205.0,5205.0,8492
1704188520,5205.0,5205.25,5205.0,5205.25,20222
1704188580,5205.25,5205.25,5205.25,5205.25,23314
1704188640,5205.25,5205.25,5205.25,5205.25,21540
1704188700,5205.25,5205.25,5205.0,5205.0,13101
1704188760,5205.0,5205.25,5205.0,5205.25,12839
1704188820,5205.25,5205.25,5205.25,5205.25,9534
1704188880,5205.25,5205.25,5205.25,5205.25,18594
1704188940,5205.25,5205.25,5205.0,5205.0,24139
1704189000,5205.0,5205.0,5205.0,5205.0,20629
1704189060,5205.0,5205.25,5205.0,5205.25,22895
1704189120,5205.25,5205.25,5205.25,5205.25,20913
1704189180,5205.25,5205.25,5205.25,5205.25,9182
1704189240,5205.25,5205.25,5205.25,5205.25,5888
1704189300,5205.25,5205.25,5205.25,5205.25,19899
1704189360,5205.25,5205.25,5205.25,5205.25,18813
1704189420,5205.25,5205.25,5205.25,5205.25,7248
1704189480,5205.25,5205.25,5205.25,5205.25,11532
1704189540,5205.25,5205.25,5205.25,5205.25,20238
1704189600,5205.25,5205.25,5205.0,5205.0,8753
1704189660,5205.0,5205.0,5205.0,5205.0,17298
1704189720,5205.0,5205.0,5205.0,5205.0,12957
1704189780,5205.0,5205.25,5205.0,5205.25,6345
1704189840,5205.25,5205.5,5205.25,5205.5,16181
1704189900,5205.5,5205.75,5205.5,5205.75,20064
1704189960,5205.75,5205.75,5205.75,5205.75,13850
1704190020,5205.75,5205.75,5205.5,5205.5,15561
1704190080,5205.5,5205.5,5205.0,5205.25,12990
1704190140,5205.25,5205.25,5205.25,5205.25,20976
1704190200,5205.25,5205.25,5204.75,5205.0,14052
1704190260,5205.0,5205.0,5204.75,5204.75,12874
1704190320,5204.75,5204.75,5204.75,5204.75,8049
1704190380,5204.75,5204.75,5204.75,5204.75,16264
1704190440,5204.75,5205.0,5204.75,5205.0,13877
1704190500,5205.0,5205.0,5205.0,5205.0,11066
1704190560,5205.0,5205.0,5205.0,5205.0,22191
1704190620,5205.0,5205.0,5204.75,5204.75,50700
1704190680,5204.75,5204.75,5204.25,5204.5,21085
1704190740,5204.5,5204.5,5204.5,5204.5,13273
1704190800,5204.5,5204.5,5204.5,5204.5,7427
1704190860,5204.5,5204.5,5204.25,5204.25,13132
1704190920,5204.25,5204.25,5204.25,5204.25,12395
1704190980,5204.25,5204.25,5204.25,5204.25,23632
1704191040,5204.25,5204.25,5204.0,5204.0,11808
1704191100,5204.0,5204.0,5204.0,5204.0,18386
1704191160,5204.0,5204.0,5204.0,5204.0,14264
1704191220,5204.0,5204.0,5204.0,5204.0,11482
1704191280,5204.0,5204.0,5203.75,5203.75,9660
1704191340,5203.75,5203.75,5203.75,5203.75,9074
1704191400,5203.75,5203.75,5203.75,5203.75,13920
1704191460,5203.75,5203.75,5203.5,5203.5,15561
